main_champion,main_champion_games,counter_champion,delta,matchup_games
Darius,,Viego,0.23,1227
Darius,,Kalista,1.42,1431
Darius,,Samira,-3.26,188
Darius,,Smolder,-0.64,3047
Darius,,Nunu & Willump,-7.61,129
Darius,,Evelynn,0.19,165
Darius,,Tristana,-0.28,1661
Darius,,Draven,0.82,966
Darius,,Locke,-0.87,4674
Darius,,Xerath,0.93,266
Darius,,Qiyana,3.19,611
Darius,,Sylas,3.85,5404
Darius,,Shyvana,0.94,1612
Darius,,Aphelios,0.58,252
Darius,,Kai'Sa,1.07,1662
Darius,,Blitzcrank,-9.21,259
Darius,,Taric,-2.79,261
Darius,,Corki,0.45,573
Darius,,Galio,4.57,1285
Darius,,Udyr,3.51,3763
Darius,,Vi,1.19,1073
Darius,,Graves,1.87,1935
Darius,,Kindred,-5.14,126
Darius,,Poppy,5.81,6723
Darius,,Nautilus,1.05,792
Darius,,Jhin,2.57,1538
Darius,,K'Sante,1.84,24805
Darius,,Taliyah,5.64,200
Darius,,Seraphine,1.88,180
Darius,,Soraka,0.99,358
Darius,,Jarvan IV,0.42,598
Darius,,Skarner,0.79,1404
Darius,,Yasuo,4.92,32375
Darius,,Orianna,4.23,205
Darius,,Xayah,3.60,126
Darius,,Lillia,2.66,674
Darius,,Amumu,-2.85,286
Darius,,Bel'Veth,0.12,514
Darius,,Lulu,0.58,426
Darius,,Lee Sin,1.30,1681
Darius,,Mel,2.70,959
Darius,,Lucian,0.47,737
Darius,,Rammus,6.03,583
Darius,,Ezreal,1.17,1196
Darius,,Yunara,0.17,146
Darius,,Rengar,5.27,2066
Darius,,Rell,5.08,115
Darius,,Thresh,1.34,387
Darius,,Miss Fortune,4.64,489
Darius,,Sivir,2.18,128
Darius,,Pyke,4.61,110
Darius,,Braum,1.15,135
Darius,,Leona,2.97,363
Darius,,Twitch,8.31,301
Darius,,Hecarim,5.63,109
Dr. Mundo,,Zac,-4.62,2162
Dr. Mundo,,Yorick,-4.76,28961
Dr. Mundo,,Naafiri,-5.53,1851
Dr. Mundo,,Warwick,-3.55,9451
Dr. Mundo,,Nasus,-2.76,36835
Dr. Mundo,,Illaoi,-3.10,24112
Dr. Mundo,,Yone,-4.54,49935
Dr. Mundo,,Briar,-3.79,1962
Dr. Mundo,,Kled,-3.08,7694
Dr. Mundo,,Gwen,-5.70,25255
Dr. Mundo,,Kalista,-6.10,940
Dr. Mundo,,Aatrox,-4.63,35635
Dr. Mundo,,Irelia,-4.57,16051
Dr. Mundo,,Kassadin,-2.55,487
Dr. Mundo,,Garen,-1.82,45460
Dr. Mundo,,Kayn,-5.26,3744
Dr. Mundo,,Zed,-1.66,1965
Dr. Mundo,,Singed,-0.35,13438
Dr. Mundo,,Mordekaiser,-1.14,57111
Dr. Mundo,,Trundle,-2.89,14052
Dr. Mundo,,Fiora,-3.02,15423
Dr. Mundo,,Ambessa,-3.66,15224
Dr. Mundo,,Tryndamere,-1.23,20370
Dr. Mundo,,Kog'Maw,-2.09,817
Dr. Mundo,,Udyr,-3.79,2764
Dr. Mundo,,Shen,-0.92,16720
Dr. Mundo,,Olaf,-0.95,13306
Dr. Mundo,,Sett,0.42,38398
Dr. Mundo,,Viego,-4.06,802
Dr. Mundo,,Aurelion Sol,-0.44,939
Dr. Mundo,,Zaahen,-1.06,13219
Dr. Mundo,,Xin Zhao,-2.11,1593
Dr. Mundo,,Anivia,-0.13,2612
Dr. Mundo,,Fiddlesticks,-0.56,1966
Dr. Mundo,,Vayne,-1.87,21749
Dr. Mundo,,Zilean,1.19,1334
Dr. Mundo,,Rek'Sai,0.67,398
Dr. Mundo,,Qiyana,-1.27,531
Dr. Mundo,,Tahm Kench,-0.07,13285
Dr. Mundo,,Ornn,1.06,15345
Dr. Mundo,,Teemo,1.77,39587
Dr. Mundo,,Soraka,-5.00,189
Dr. Mundo,,Kayle,1.29,12774
Dr. Mundo,,Sylas,-0.36,4101
Dr. Mundo,,Sejuani,0.02,1092
Dr. Mundo,,Poppy,0.19,4386
Dr. Mundo,,Vel'Koz,1.40,510
Dr. Mundo,,Yasuo,-1.20,16310
Dr. Mundo,,Volibear,0.48,18357
Dr. Mundo,,Wukong,1.86,3833
Dr. Mundo,,Riven,-1.80,9127
Dr. Mundo,,Camille,-0.23,8207
Dr. Mundo,,Urgot,2.31,17254
Dr. Mundo,,K'Sante,-3.05,11262
Dr. Mundo,,Aurora,-0.07,1753
Dr. Mundo,,Akshan,0.61,751
Dr. Mundo,,Ivern,-2.08,389
Dr. Mundo,,Hwei,3.35,404
Dr. Mundo,,Gnar,0.14,15120
Dr. Mundo,,Draven,-1.16,481
Dr. Mundo,,Quinn,2.12,4377
Dr. Mundo,,Ahri,4.48,753
Dr. Mundo,,Rumble,-0.35,6843
Dr. Mundo,,Sion,2.30,16799
Dr. Mundo,,Elise,1.61,300
Dr. Mundo,,Gangplank,2.37,26671
Dr. Mundo,,Senna,0.02,575
Dr. Mundo,,Master Yi,-0.33,4017
Dr. Mundo,,Lissandra,3.61,1299
Dr. Mundo,,Heimerdinger,3.83,15165
Dr. Mundo,,Renekton,3.24,28628
Dr. Mundo,,Ekko,0.75,763
Dr. Mundo,,Katarina,1.44,547
Dr. Mundo,,Shyvana,-0.32,1042
Dr. Mundo,,Locke,-1.58,2953
Dr. Mundo,,Vladimir,1.89,4638
Dr. Mundo,,Nocturne,3.36,435
Dr. Mundo,,Lillia,-1.18,538
Dr. Mundo,,Pantheon,3.14,13663
Dr. Mundo,,Darius,2.59,57501
Dr. Mundo,,Gragas,2.10,8505
Dr. Mundo,,Swain,2.64,3380
Dr. Mundo,,Brand,3.74,1978
Dr. Mundo,,Morgana,3.02,780
Dr. Mundo,,Fizz,2.12,655
Dr. Mundo,,Varus,1.58,3563
Dr. Mundo,,Maokai,3.31,2509
Dr. Mundo,,Lux,3.02,365
Dr. Mundo,,Vex,4.62,194
Dr. Mundo,,Akali,3.55,11516
Dr. Mundo,,Cho'Gath,3.96,19444
Dr. Mundo,,Jax,4.65,34397
Dr. Mundo,,Vi,0.24,678
Dr. Mundo,,Tristana,0.64,963
Dr. Mundo,,Syndra,6.78,349
Dr. Mundo,,Malphite,6.16,48134
Dr. Mundo,,Graves,1.09,1200
Dr. Mundo,,Viktor,5.37,1015
Dr. Mundo,,Lulu,-2.18,206
Dr. Mundo,,Kai'Sa,1.52,1051
Dr. Mundo,,Ryze,3.59,2436
Dr. Mundo,,Galio,4.67,947
Dr. Mundo,,Malzahar,5.83,3369
Dr. Mundo,,Jayce,2.83,18911
Dr. Mundo,,Cassiopeia,4.53,1961
Dr. Mundo,,Jhin,2.31,702
Dr. Mundo,,Zyra,3.69,226
Dr. Mundo,,Rammus,2.55,322
Dr. Mundo,,Rengar,0.24,1457
Dr. Mundo,,Kennen,5.33,8644
Dr. Mundo,,Smolder,2.05,2191
Dr. Mundo,,Nautilus,1.64,507
Dr. Mundo,,Twisted Fate,3.85,1191
Dr. Mundo,,Taliyah,6.80,118
Dr. Mundo,,Karma,4.68,700
Dr. Mundo,,Annie,8.24,385
Dr. Mundo,,Talon,3.64,260
Dr. Mundo,,Shaco,3.41,1063
Dr. Mundo,,Skarner,2.04,827
Dr. Mundo,,Neeko,6.78,366
Dr. Mundo,,Zeri,4.36,188
Dr. Mundo,,Zoe,8.56,307
Dr. Mundo,,Veigar,8.74,1275
Dr. Mundo,,Azir,7.94,463
Dr. Mundo,,Mel,2.83,461
Dr. Mundo,,LeBlanc,7.96,370
Dr. Mundo,,Lee Sin,2.73,978
Dr. Mundo,,Alistar,4.12,404
Dr. Mundo,,Twitch,1.93,182
Dr. Mundo,,Bel'Veth,2.06,318
Dr. Mundo,,Janna,6.47,101
Dr. Mundo,,Diana,7.99,570
Dr. Mundo,,Aphelios,6.16,153
Dr. Mundo,,Yunara,0.59,104
Dr. Mundo,,Jarvan IV,4.40,336
Dr. Mundo,,Ashe,5.56,1048
Dr. Mundo,,Ziggs,8.32,262
Dr. Mundo,,Xerath,7.90,167
Dr. Mundo,,Caitlyn,6.73,1144
Dr. Mundo,,Nidalee,4.27,342
Dr. Mundo,,Miss Fortune,4.70,249
Dr. Mundo,,Orianna,10.06,123
Dr. Mundo,,Lucian,4.79,411
Dr. Mundo,,Karthus,10.96,390
Dr. Mundo,,Corki,8.59,344
Dr. Mundo,,Thresh,2.91,227
Dr. Mundo,,Leona,0.91,256
Dr. Mundo,,Taric,6.21,167
Dr. Mundo,,Jinx,7.47,147
Dr. Mundo,,Ezreal,5.72,568
Dr. Mundo,,Amumu,5.46,204
Dr. Mundo,,Blitzcrank,5.98,131
Draven,,Xin Zhao,-11.77,103
Draven,,Jax,-9.43,128
Draven,,Shen,-5.18,103
Draven,,Teemo,-4.33,1044
Draven,,Heimerdinger,-2.35,661
Draven,,Swain,-2.04,4057
Draven,,Veigar,-1.68,8722
Draven,,Seraphine,-1.84,8977
Draven,,Olaf,-2.12,221
Draven,,Briar,-3.42,155
Draven,,Brand,-1.68,4098
Draven,,Lux,-1.65,4529
Draven,,Sion,-4.86,308
Draven,,Vel'Koz,-1.71,2393
Draven,,Hwei,-1.20,4814
Draven,,Karthus,-0.21,1834
Draven,,Malzahar,-2.24,1816
Draven,,Senna,-1.78,7889
Draven,,Yasuo,-2.23,6174
Draven,,Sett,-2.21,149
Draven,,Ahri,-2.67,551
Draven,,Vladimir,-1.29,1786
Draven,,Zyra,-1.53,525
Draven,,Xerath,-0.44,7498
Draven,,Malphite,-8.68,208
Draven,,Gwen,0.04,179
Draven,,Tahm Kench,0.77,834
Draven,,Kog'Maw,-0.31,6593
Draven,,Zilean,-3.83,131
Draven,,Ziggs,-0.34,14985
Draven,,Singed,-0.12,171
Draven,,Nasus,-4.71,109
Draven,,Dr. Mundo,-4.01,141
Draven,,Nilah,0.55,4764
Draven,,Vex,-2.74,301
Draven,,Fiora,0.41,263
Draven,,Viktor,0.16,9333
Draven,,Samira,-1.46,19849
Draven,,Smolder,-0.08,17025
Draven,,Syndra,-1.56,8836
Draven,,Azir,-6.93,179
Draven,,Irelia,-2.65,424
Draven,,Jinx,0.44,44316
Draven,,Xayah,0.12,11947
Draven,,Riven,-1.34,154
Draven,,Kayle,-1.09,137
Draven,,Ashe,-0.81,28411
Draven,,Lissandra,-2.93,273
Draven,,Urgot,-2.89,101
Draven,,Caitlyn,-0.89,70578
Draven,,Mel,-3.09,12134
Draven,,Cho'Gath,-3.68,247
Draven,,Miss Fortune,0.45,56894
Draven,,Aurelion Sol,3.07,1625
Draven,,Katarina,2.35,2580
Draven,,Jhin,-0.20,53713
Draven,,Zed,-1.14,261
Draven,,Twitch,1.50,20833
Draven,,Tristana,0.89,29460
Draven,,Aphelios,0.40,12386
Draven,,Morgana,-1.69,389
Draven,,Pantheon,-2.71,272
Draven,,Twisted Fate,-2.41,523
Draven,,Sivir,1.40,11343
Draven,,Locke,-1.84,696
Draven,,Zoe,-2.89,229
Draven,,Zeri,2.62,8689
Draven,,Vayne,1.84,20461
Draven,,Yunara,0.97,16355
Draven,,Anivia,0.72,491
Draven,,Lucian,0.37,24122
Draven,,Viego,3.37,432
Draven,,Corki,0.84,4320
Draven,,Kai'Sa,1.76,52389
Draven,,Annie,1.58,268
Draven,,Master Yi,5.11,442
Draven,,Varus,-0.53,9388
Draven,,Taliyah,0.65,618
Draven,,Yone,2.63,757
Draven,,Cassiopeia,1.34,1135
Draven,,Ezreal,-0.10,42228
Draven,,Aatrox,-2.06,101
Draven,,Quinn,2.40,270
Draven,,Kennen,-0.09,102
Draven,,Ekko,3.53,241
Draven,,Darius,-0.99,143
Draven,,Kalista,2.95,5497
Draven,,Naafiri,5.18,293
Draven,,Mordekaiser,5.11,150
Draven,,Orianna,2.00,254
Draven,,Fizz,5.98,204
Draven,,Rengar,-0.74,213
Draven,,Aurora,4.52,322
Draven,,Garen,2.65,107
Draven,,Jayce,2.45,301
Draven,,Ryze,4.78,227
Draven,,Diana,3.37,137
Draven,,Akshan,5.78,435
Draven,,Neeko,3.01,170
Draven,,Graves,5.42,164
Draven,,Sylas,4.10,515
Draven,,Kindred,4.72,143
Draven,,Akali,1.47,262
Draven,,Nidalee,-0.42,112
Draven,,LeBlanc,4.08,150
Draven,,Thresh,1.71,108
Ekko,,Ambessa,-5.76,917
Ekko,,Teemo,-4.84,1626
Ekko,,Sejuani,-5.60,146
Ekko,,Singed,0.65,650
Ekko,,Quinn,-2.62,1074
Ekko,,Heimerdinger,-0.94,2458
Ekko,,Garen,-1.58,1894
Ekko,,Kindred,-9.12,133
Ekko,,Draven,-6.81,268
Ekko,,Nasus,-0.23,2686
Ekko,,Briar,-0.04,1043
Ekko,,Elise,-3.87,121
Ekko,,Renekton,-1.74,712
Ekko,,Morgana,-2.21,2543
Ekko,,Tahm Kench,-1.49,427
Ekko,,Pantheon,-0.86,3988
Ekko,,Lux,-0.73,18169
Ekko,,Zyra,-2.69,761
Ekko,,Graves,-5.18,318
Ekko,,Veigar,0.21,27168
Ekko,,Sylas,-2.42,29388
Ekko,,Vladimir,-0.65,12528
Ekko,,Shen,-0.40,365
Ekko,,Twisted Fate,-1.08,11749
Ekko,,Kalista,-1.08,242
Ekko,,Kog'Maw,-0.50,754
Ekko,,Kassadin,-1.05,7982
Ekko,,Tryndamere,2.43,1506
Ekko,,Illaoi,0.62,419
Ekko,,Viktor,0.11,24497
Ekko,,Zac,1.37,289
Ekko,,Fizz,0.83,25342
Ekko,,Gwen,0.96,4694
Ekko,,Akali,-2.20,23041
Ekko,,Gragas,0.45,1362
Ekko,,Yasuo,-1.90,37981
Ekko,,Kennen,0.76,1245
Ekko,,Zilean,1.55,800
Ekko,,Malzahar,1.16,29797
Ekko,,Karma,-3.22,560
Ekko,,Vayne,-2.40,548
Ekko,,Sett,2.56,760
Ekko,,Xerath,1.63,14136
Ekko,,Sion,1.05,1766
Ekko,,Lissandra,0.20,14559
Ekko,,Aatrox,-1.64,415
Ekko,,Ahri,0.19,34845
Ekko,,Vex,0.92,13516
Ekko,,Swain,1.29,2820
Ekko,,Kayle,1.09,1353
Ekko,,Annie,-0.10,7021
Ekko,,Anivia,-0.34,6547
Ekko,,Diana,0.28,16252
Ekko,,Hwei,0.62,12121
Ekko,,Vi,-1.03,355
Ekko,,Cho'Gath,0.10,1895
Ekko,,Rumble,0.32,448
Ekko,,Jarvan IV,-0.37,214
Ekko,,Aurelion Sol,0.34,6401
Ekko,,Galio,-0.30,14846
Ekko,,Akshan,-1.05,7626
Ekko,,Olaf,1.18,168
Ekko,,Yone,-0.21,29655
Ekko,,Brand,0.93,4333
Ekko,,Yorick,0.72,755
Ekko,,Nocturne,1.58,230
Ekko,,Vel'Koz,1.21,3509
Ekko,,Nidalee,-3.71,214
Ekko,,Xin Zhao,1.00,891
Ekko,,Riven,0.77,2248
Ekko,,Mordekaiser,3.94,1119
Ekko,,Neeko,0.68,1445
Ekko,,Katarina,0.20,25681
Ekko,,Aurora,-0.27,6701
Ekko,,Varus,-3.45,847
Ekko,,Caitlyn,-3.14,1132
Ekko,,Fiora,2.34,274
Ekko,,LeBlanc,-0.01,12743
Ekko,,Urgot,0.99,252
Ekko,,Zaahen,0.38,308
Ekko,,Irelia,0.65,9492
Ekko,,Syndra,1.82,24187
Ekko,,Talon,0.14,6024
Ekko,,Malphite,2.28,2692
Ekko,,Gangplank,1.14,2327
Ekko,,Jayce,-0.64,2012
Ekko,,Nunu & Willump,-0.31,499
Ekko,,Jhin,-1.27,922
Ekko,,Ryze,-1.25,8329
Ekko,,Ziggs,1.70,3667
Ekko,,Viego,0.83,598
Ekko,,Tristana,-0.81,2389
Ekko,,Naafiri,1.97,10316
Ekko,,Gnar,-2.16,140
Ekko,,Kled,4.82,406
Ekko,,Zed,1.05,36885
Ekko,,Jinx,-1.40,157
Ekko,,Zoe,0.51,8799
Ekko,,Udyr,-3.15,128
Ekko,,Locke,0.30,24879
Ekko,,Dr. Mundo,0.91,604
Ekko,,Aphelios,-1.25,175
Ekko,,Fiddlesticks,4.01,311
Ekko,,Volibear,1.00,295
Ekko,,Qiyana,-0.61,6439
Ekko,,Cassiopeia,-0.15,5170
Ekko,,Warwick,3.23,149
Ekko,,Smolder,-0.54,1674
Ekko,,Mel,-0.87,12967
Ekko,,Seraphine,1.17,931
Ekko,,Master Yi,2.74,584
Ekko,,Pyke,-1.18,234
Ekko,,Taliyah,1.29,3250
Ekko,,Jax,3.14,434
Ekko,,Yunara,-4.65,125
Ekko,,Camille,2.68,220
Ekko,,Kai'Sa,-0.04,1148
Ekko,,Twitch,2.07,627
Ekko,,Orianna,1.09,8937
Ekko,,Wukong,5.51,421
Ekko,,Ezreal,-1.95,1940
Ekko,,Shaco,0.46,141
Ekko,,K'Sante,2.36,260
Ekko,,Karthus,4.46,594
Ekko,,Kayn,3.75,176
Ekko,,Corki,-0.05,806
Ekko,,Nautilus,-0.79,159
Ekko,,Azir,1.81,5717
Ekko,,Ornn,4.50,207
Ekko,,Samira,0.03,173
Ekko,,Miss Fortune,1.81,722
Ekko,,Lucian,-1.20,771
Ekko,,Zeri,3.29,157
Ekko,,Ashe,0.79,663
Ekko,,Maokai,5.23,101
Ekko,,Lee Sin,1.97,416
Ekko,,Darius,6.45,412
Ekko,,Sivir,0.25,145
Ekko,,Senna,2.73,193
Ekko,,Trundle,7.40,119
Ekko,,Soraka,3.49,102
Ekko,,Thresh,6.69,102
Elise,,Rammus,-2.70,2384
Elise,,Maokai,-4.06,649
Elise,,Nocturne,-2.60,11354
Elise,,Shen,-3.77,454
Elise,,Briar,-1.33,8164
Elise,,Dr. Mundo,-2.22,1117
Elise,,Amumu,-1.92,3850
Elise,,Zyra,-1.81,798
Elise,,Warwick,-1.35,6856
Elise,,Shyvana,-0.27,6656
Elise,,Sejuani,-1.47,2368
Elise,,Yorick,-2.25,194
Elise,,Nautilus,-6.64,153
Elise,,Shaco,-2.28,7191
Elise,,Naafiri,-2.21,5480
Elise,,Jarvan IV,-1.29,6768
Elise,,Fiddlesticks,-1.66,3003
Elise,,Malphite,-2.32,1266
Elise,,Sion,0.56,294
Elise,,Cho'Gath,0.31,599
Elise,,Wukong,0.84,6559
Elise,,Nasus,0.18,3463
Elise,,Olaf,-2.14,555
Elise,,Trundle,-0.59,971
Elise,,Vi,-0.86,7720
Elise,,Volibear,-0.61,1679
Elise,,Kayn,-0.35,12128
Elise,,Nunu & Willump,-2.10,2670
Elise,,Gwen,-1.17,931
Elise,,Zac,-0.37,2976
Elise,,Ekko,-0.78,4547
Elise,,Talon,-1.02,5102
Elise,,Aatrox,0.54,1346
Elise,,Morgana,-0.84,425
Elise,,Xin Zhao,-0.15,4540
Elise,,Rek'Sai,-0.53,1207
Elise,,Lillia,1.17,3887
Elise,,Evelynn,-0.03,3236
Elise,,Jax,0.44,3312
Elise,,Diana,-1.44,4431
Elise,,Teemo,0.97,1346
Elise,,Mordekaiser,2.50,937
Elise,,Skarner,-2.05,1217
Elise,,Hecarim,-1.16,4729
Elise,,Karthus,-1.10,1461
Elise,,Gragas,-0.25,619
Elise,,Kha'Zix,-0.87,6626
Elise,,Tryndamere,2.24,723
Elise,,Graves,0.62,14832
Elise,,Sett,-1.51,111
Elise,,Taliyah,0.83,654
Elise,,Bel'Veth,2.21,5337
Elise,,Quinn,1.04,1812
Elise,,Viego,1.35,14172
Elise,,Singed,-0.91,127
Elise,,Jhin,-8.65,111
Elise,,Ivern,1.92,1209
Elise,,Darius,3.21,1075
Elise,,Jayce,0.27,1835
Elise,,Kindred,0.27,3078
Elise,,Udyr,2.54,2564
Elise,,Poppy,1.99,680
Elise,,Lee Sin,0.88,16809
Elise,,Fizz,3.19,901
Elise,,Ambessa,2.27,943
Elise,,Master Yi,2.90,10936
Elise,,Zaahen,4.63,539
Elise,,Zed,0.54,2696
Elise,,Pantheon,2.10,1322
Elise,,Sylas,3.26,7830
Elise,,Nidalee,1.86,2732
Elise,,Garen,-3.10,197
Elise,,Rengar,-1.79,4848
Elise,,Qiyana,-0.36,2904
Elise,,Brand,2.74,354
Elise,,Camille,1.55,123
Elise,,Locke,-1.03,2191
Elise,,Riven,3.00,188
Elise,,Rumble,6.42,124
Elise,,Vayne,6.60,132
Elise,,Twitch,2.77,293
Elise,,Yone,8.26,103
Evelynn,,Rammus,-1.49,5114
Evelynn,,Briar,-1.61,17612
Evelynn,,Shyvana,-0.76,14199
Evelynn,,Tryndamere,-1.99,1770
Evelynn,,Yorick,-3.15,411
Evelynn,,Teemo,-2.08,3078
Evelynn,,Cho'Gath,-1.18,1426
Evelynn,,Warwick,-0.90,16546
Evelynn,,Dr. Mundo,-1.00,2302
Evelynn,,Wukong,0.11,12073
Evelynn,,Poppy,-2.26,1084
Evelynn,,Sion,0.13,571
Evelynn,,Bel'Veth,-0.29,10885
Evelynn,,Sejuani,-0.22,4831
Evelynn,,Nocturne,0.28,23013
Evelynn,,Fiddlesticks,-1.14,5626
Evelynn,,Darius,0.09,2163
Evelynn,,Maokai,-0.75,1345
Evelynn,,Nasus,0.49,7285
Evelynn,,Quinn,-0.93,3558
Evelynn,,Jax,-0.39,7438
Evelynn,,Zac,-0.43,5546
Evelynn,,Amumu,0.78,9250
Evelynn,,Udyr,-0.27,5306
Evelynn,,Trundle,-0.10,2140
Evelynn,,Shaco,-0.90,16199
Evelynn,,Jarvan IV,-0.18,10803
Evelynn,,Vi,-0.37,14096
Evelynn,,Lillia,0.68,7533
Evelynn,,Fizz,-0.17,1560
Evelynn,,Naafiri,-0.72,10432
Evelynn,,Rek'Sai,-0.44,2353
Evelynn,,Riven,-4.65,356
Evelynn,,Xin Zhao,0.10,8819
Evelynn,,Morgana,-0.36,854
Evelynn,,Kayn,0.56,26493
Evelynn,,Sylas,-0.71,14204
Evelynn,,Singed,-2.55,266
Evelynn,,Mordekaiser,2.50,2190
Evelynn,,Shen,0.28,954
Evelynn,,Gragas,-0.67,1265
Evelynn,,Kai'Sa,-6.30,187
Evelynn,,Zaahen,1.57,1076
Evelynn,,Volibear,0.91,3932
Evelynn,,Elise,0.00,3236
Evelynn,,Ivern,0.49,2064
Evelynn,,Zyra,2.16,1348
Evelynn,,Talon,0.36,9059
Evelynn,,Diana,-0.82,9170
Evelynn,,Aatrox,1.95,2443
Evelynn,,Master Yi,0.50,22021
Evelynn,,Hecarim,-0.66,8290
Evelynn,,Nunu & Willump,-0.32,5282
Evelynn,,Sett,-1.48,267
Evelynn,,Kha'Zix,-0.39,12193
Evelynn,,Viego,1.39,29412
Evelynn,,Lee Sin,-0.45,21410
Evelynn,,Ekko,1.61,8642
Evelynn,,Karthus,0.20,3027
Evelynn,,Brand,-0.38,617
Evelynn,,Pantheon,0.31,2496
Evelynn,,Olaf,1.12,969
Evelynn,,Rengar,-4.17,10362
Evelynn,,Gwen,1.70,1843
Evelynn,,Graves,2.09,25533
Evelynn,,Malphite,1.51,2757
Evelynn,,Skarner,0.07,2226
Evelynn,,Ambessa,1.43,1770
Evelynn,,Kindred,0.88,6090
Evelynn,,Jayce,1.12,2346
Evelynn,,Aurelion Sol,-1.00,169
Evelynn,,Ornn,-0.14,105
Evelynn,,Taliyah,3.69,900
Evelynn,,Zed,0.94,4794
Evelynn,,Vayne,-0.40,270
Evelynn,,Rumble,1.98,196
Evelynn,,Neeko,2.20,183
Evelynn,,Qiyana,-0.17,4951
Evelynn,,Nidalee,2.38,4047
Evelynn,,Camille,0.33,253
Evelynn,,Locke,-0.79,4790
Evelynn,,Nautilus,3.21,373
Evelynn,,Urgot,5.59,136
Evelynn,,Zeri,3.01,100
Evelynn,,Yone,3.22,237
Evelynn,,Garen,2.26,426
Evelynn,,Twitch,1.11,832
Evelynn,,Jhin,4.35,213
Evelynn,,Yasuo,4.30,105
Ezreal,,Gwen,-4.42,646
Ezreal,,Heimerdinger,-1.55,2473
Ezreal,,Tahm Kench,-1.31,2593
Ezreal,,Urgot,-6.85,250
Ezreal,,Shen,-3.07,260
Ezreal,,Katarina,-1.19,8598
Ezreal,,Malzahar,-2.23,7294
Ezreal,,Naafiri,-2.84,1283
Ezreal,,Nilah,-0.68,12082
Ezreal,,Ambessa,-4.55,352
Ezreal,,Yasuo,-1.89,28548
Ezreal,,Karthus,0.68,4871
Ezreal,,Zilean,-4.31,412
Ezreal,,Olaf,-0.34,823
Ezreal,,Viego,-1.31,4151
Ezreal,,Akshan,-4.25,1792
Ezreal,,Brand,0.31,13288
Ezreal,,Master Yi,0.10,1564
Ezreal,,Warwick,-8.40,101
Ezreal,,Sivir,-1.89,58587
Ezreal,,Ahri,-1.85,2200
Ezreal,,Senna,-0.20,31185
Ezreal,,Kog'Maw,0.06,19968
Ezreal,,Seraphine,1.13,33533
Ezreal,,Wukong,-3.08,272
Ezreal,,Xerath,0.50,48277
Ezreal,,Swain,1.29,13541
Ezreal,,Vayne,-1.65,72330
Ezreal,,Teemo,-0.12,5184
Ezreal,,Smolder,-0.12,64840
Ezreal,,Dr. Mundo,-3.57,612
Ezreal,,Aurelion Sol,1.56,6306
Ezreal,,Hwei,1.19,16255
Ezreal,,Vladimir,0.21,6602
Ezreal,,Vel'Koz,1.02,8460
Ezreal,,Sion,-1.89,1280
Ezreal,,Qiyana,-2.85,423
Ezreal,,Zeri,0.08,33059
Ezreal,,Samira,-0.82,70516
Ezreal,,Veigar,2.38,29453
Ezreal,,Viktor,0.96,44851
Ezreal,,Kindred,-4.54,675
Ezreal,,Xayah,0.30,46690
Ezreal,,Kai'Sa,-1.12,331870
Ezreal,,Lux,1.85,14730
Ezreal,,Jinx,0.78,157968
Ezreal,,Kalista,-2.01,23498
Ezreal,,Fiora,1.58,892
Ezreal,,Singed,1.43,775
Ezreal,,Sett,0.55,709
Ezreal,,Tristana,0.00,112159
Ezreal,,Kled,-1.32,244
Ezreal,,Ziggs,1.42,74964
Ezreal,,Zyra,1.11,1983
Ezreal,,Twitch,1.04,59202
Ezreal,,Quinn,-1.36,1009
Ezreal,,Jhin,-0.31,244671
Ezreal,,Vex,-0.65,1163
Ezreal,,Aphelios,-0.13,52090
Ezreal,,Zed,-0.98,1507
Ezreal,,Yone,0.11,4884
Ezreal,,Ashe,0.14,120581
Ezreal,,Miss Fortune,1.11,199542
Ezreal,,Tryndamere,-1.00,335
Ezreal,,Briar,1.87,579
Ezreal,,Kayle,0.66,519
Ezreal,,Draven,0.09,42228
Ezreal,,Lucian,-0.44,120036
Ezreal,,Garen,-2.37,517
Ezreal,,Syndra,1.38,37983
Ezreal,,Annie,0.76,1026
Ezreal,,Caitlyn,0.95,346392
Ezreal,,Yunara,0.67,73330
Ezreal,,Yorick,-1.24,358
Ezreal,,Aurora,0.33,1164
Ezreal,,Fiddlesticks,-1.36,148
Ezreal,,Cassiopeia,0.42,5499
Ezreal,,Soraka,-5.38,166
Ezreal,,Morgana,-0.33,1524
Ezreal,,Graves,-0.21,701
Ezreal,,Corki,1.08,18189
Ezreal,,Ekko,1.81,1119
Ezreal,,Fizz,2.71,970
Ezreal,,Lissandra,0.49,1177
Ezreal,,Anivia,1.62,1983
Ezreal,,Darius,-2.27,527
Ezreal,,Irelia,1.61,2209
Ezreal,,Ryze,1.26,1236
Ezreal,,Mel,0.43,53253
Ezreal,,Locke,0.33,2851
Ezreal,,Jarvan IV,-0.20,420
Ezreal,,Sylas,-0.44,3705
Ezreal,,Vi,-1.69,188
Ezreal,,Karma,-3.07,292
Ezreal,,Jayce,-0.18,1805
Ezreal,,Jax,1.42,395
Ezreal,,Neeko,-0.41,556
Ezreal,,Zaahen,0.79,157
Ezreal,,Varus,0.99,37708
Ezreal,,Twisted Fate,0.98,2718
Ezreal,,Pantheon,0.97,1079
Ezreal,,Cho'Gath,1.07,1143
Ezreal,,Mordekaiser,3.79,627
Ezreal,,Aatrox,-1.20,625
Ezreal,,Taliyah,2.53,3299
